"STUID","YEAR","GENDER","RACETHN","MAJOR","DISTANCE","HS_GPA","COLLEGE_GPA","FIRST_GEN","ACT01","ACT02","ACT03","ACT04","ACT05","ACT06","ACT07","ACT08","ACT09","ACT10","ACT11","ACT12","ACT13","RATE1","RATE2","RATE3","RATE4","RATE5","RATE6","RATE7","AGREE_01","AGREE_02","AGREE_03","AGREE_04","AGREE_05","AGREE_06","AGREE_07","AGREE_08","AGREE_09"
"p8tbPw","2012","female",6,"2","4",4,4,"1",2,1,3,2,1,2,2,3,2,2,2,1,2,1,1,3,3,1,3,3,1,1,2,2,3,4,5,3,3
"7FBj27","2013","male",6,"6","3",8,7,"1",2,3,2,2,1,1,1,2,1,3,2,2,1,2,4,1,2,4,1,1,3,4,2,3,1,2,4,2,5
"Au6OtK","2013","female",6,"6","5",NA,7,"2",2,1,1,1,2,3,2,1,1,2,2,2,2,2,1,1,4,2,4,1,4,5,4,3,1,1,4,2,2
"NbKzQf","2012","female",6,"3","5",7,6,"1",1,1,1,2,1,2,2,2,1,1,1,1,1,1,3,3,1,1,2,2,3,1,1,2,2,3,4,3,5
"GZompL","2015","female",6,"6","3",8,8,"1",2,1,1,1,2,3,2,1,1,2,1,3,2,2,1,1,3,2,3,2,4,4,5,4,5,1,1,4,1
"Euu35N","2014","female",6,"6","3",7,6,"1",2,2,3,1,1,3,1,1,2,2,1,3,1,3,2,4,3,1,3,2,4,2,1,4,2,1,1,5,2
"ADaTsy","2013","male",6,"3","3",NA,6,"2",2,2,1,1,1,3,2,2,1,2,3,2,1,2,1,1,1,3,2,4,4,1,4,3,2,5,3,2,2
"MmnfFB","2012","female",6,"2","4",7,6,"1",1,1,1,3,1,1,2,1,2,1,2,2,1,1,3,3,3,2,1,3,2,2,1,5,5,5,4,1,3
"aMPx38","2012","female",6,"6","5",8,8,"1",2,2,2,1,3,1,3,2,1,1,1,2,1,2,4,2,1,4,3,2,4,1,3,2,1,1,2,3,2
"SlrAMb","2015","female",6,"5","5",NA,7,"2",2,1,1,1,2,1,2,1,2,2,2,1,3,3,2,1,3,5,2,3,3,1,1,3,3,2,1,1,5
"dgOcxn","2015","female",6,"6","5",8,8,"1",3,3,3,2,1,2,1,1,1,1,1,3,1,3,2,3,4,1,1,4,4,5,3,1,3,2,5,5,1
"Kco6fQ","2014","male",6,"5",NA,NA,6,"2",3,3,1,2,2,1,3,1,2,2,2,2,1,1,2,4,3,4,2,3,2,2,2,2,1,3,2,1,1
"iQQSh4","2014","male",2,"6","4",8,6,"1",2,3,2,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,4,1,2,1,2,3,3,3,1,2,1
"KBySil","2014","female",6,"6","3",7,8,"1",1,2,2,2,1,2,3,2,2,1,2,3,1,4,3,1,1,1,4,3,3,1,4,1,3,3,2,4,1
"CHFoN0","2015","male",7,"6","4",7,6,"1",1,1,3,1,2,2,1,1,3,2,1,2,1,1,2,1,3,1,1,4,2,4,3,1,3,2,3,4,4
"BH82se","2012","female",4,"5",NA,8,4,"1",1,1,2,1,1,3,1,1,3,1,2,1,3,2,2,2,3,1,1,2,3,3,4,4,5,2,2,2,1
"5wdrrz","2013","male",3,"3","4",7,6,"1",1,1,1,2,2,1,3,2,1,2,1,2,1,4,2,3,1,3,2,1,2,2,1,4,5,3,3,2,2
"GaUFla","2012","female",6,"4","4",4,3,"1",2,1,1,1,3,1,1,2,2,1,2,2,1,3,2,1,1,3,2,1,1,1,1,2,1,1,2,3,2
"cgcn9D","2013","male",6,"6","5",5,4,"1",3,1,2,1,1,2,1,1,2,2,3,1,3,2,1,1,2,2,4,4,4,2,4,2,3,3,2,4,5
"7cO1Ym","2013","female",6,"3","4",7,6,"1",3,1,1,1,1,2,3,2,2,2,1,2,3,3,1,2,3,1,1,1,2,1,1,5,1,3,1,1,5
"pwXxiD","2015","female",6,"6","5",8,8,"1",1,2,3,2,1,1,1,1,1,2,1,2,3,2,3,3,2,3,3,1,2,4,2,1,1,1,4,5,2
"IrzWsv","2012","female",6,"6","4",7,8,"1",1,3,3,1,3,1,3,1,2,3,1,1,1,2,3,3,2,3,2,1,5,4,4,2,1,3,2,3,1
"fF00Lb","2013","female",6,"6","3",8,6,"1",2,3,3,1,2,1,2,2,2,2,2,2,2,1,1,2,4,2,4,1,3,4,3,4,2,2,1,3,4
"6vDTCq","2013","male",6,"6","4",7,7,"1",1,2,3,1,1,1,2,1,2,1,1,2,3,3,2,1,2,3,3,3,2,5,1,3,3,2,4,2,3
"kwD3ok","2015","male",6,"6","3",8,7,"1",1,1,2,1,3,1,1,1,2,1,2,3,3,2,1,2,1,2,2,4,2,5,1,2,2,1,2,2,4
"BSQrdb","2013","female",6,"6","3",6,7,"1",2,1,1,1,2,1,1,1,3,2,2,1,1,4,2,2,1,2,1,4,5,5,3,2,1,4,2,4,3
"4rswrU","2013","male",6,"4","4",8,4,"1",2,1,2,2,1,1,1,1,1,3,2,2,1,2,3,3,4,2,4,1,1,1,2,4,3,2,5,5,1
"gHob2g","2012","male",6,"3","3",7,6,"1",2,2,2,3,1,1,2,1,2,1,1,2,1,2,1,2,4,4,3,2,2,1,1,4,4,3,3,1,4
"SxEyYZ","2012","male",6,"5","1",7,6,"1",2,1,3,1,1,1,1,1,3,1,2,1,3,4,1,2,3,1,2,3,2,4,3,1,1,4,2,4,1
"zJ1sx7","2014","female",6,"6","3",7,5,"1",2,2,1,2,2,2,2,2,3,1,1,2,1,3,1,2,1,1,1,2,3,5,2,2,2,1,3,3,4
"lngBMl","2013","male",4,"3","1",5,5,"1",1,3,3,2,1,1,1,1,2,1,1,3,1,1,1,3,3,1,4,4,1,1,1,5,4,4,4,2,4
"CY0kZJ","2013","female",4,"3","2",8,6,"1",1,1,2,2,1,1,2,1,2,3,2,2,1,4,1,2,1,2,3,1,3,3,3,3,2,4,2,2,2
"UVdxml","2014","male",6,"6","5",6,8,"1",1,1,1,2,2,3,3,2,2,1,2,1,2,3,2,1,4,2,3,4,3,1,3,3,1,3,2,3,3
"JXBmGk","2012","female",6,"6","3",6,8,"1",2,1,1,3,1,1,1,2,3,2,2,3,1,3,3,3,4,4,2,3,5,3,3,1,1,3,2,4,4
"RFRzu7","2015","male",6,"6","3",8,8,"1",2,2,3,1,1,1,1,1,2,3,1,1,3,3,1,2,2,3,2,3,4,2,4,2,2,3,1,3,2
"ICVqzk","2012","male",6,"5","4",7,6,"1",1,2,2,2,2,3,2,1,3,2,1,1,1,1,3,1,4,2,1,2,4,3,3,4,1,5,1,5,3
"8eVELl","2012","male",2,"6","2",7,6,"1",2,1,1,3,3,1,1,2,1,2,1,2,2,1,2,3,3,4,1,1,2,3,3,3,2,2,2,5,5
"MQu1yH","2013","male",4,"3","5",4,1,"1",2,3,3,2,3,1,1,2,1,3,1,2,2,1,2,2,2,3,2,3,1,1,2,1,3,3,2,1,3
"hOSHZQ","2012","female",7,"3","4",8,6,"1",1,2,3,1,1,1,1,1,1,1,3,2,2,2,1,3,1,4,1,1,1,1,1,1,2,4,1,1,4
"PJCRqA","2015","male",2,"4",NA,8,6,"1",1,1,1,3,2,3,1,1,2,1,2,1,2,1,2,2,1,1,3,2,1,1,1,2,3,3,5,2,5
"OeDShx","2012","female",6,"4","4",6,8,"1",1,3,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4,1,2,2,1,2,3,2,2,2
"f49y51","2015","female",2,"6","5",7,7,"1",2,1,2,1,1,1,2,1,1,3,1,2,2,2,2,2,2,2,4,1,3,2,3,5,6,2,3,1,3
"9eT3tK","2015","female",6,"6","1",7,5,"1",1,2,2,3,1,1,3,1,2,2,1,1,3,1,2,2,1,2,1,4,4,4,2,5,3,1,3,3,3
"vY9PtT","2012","female",6,"3","5",7,6,"1",2,1,1,2,1,2,3,1,1,2,3,3,1,1,5,1,2,2,1,1,3,2,3,2,5,4,3,2,5
"VMzw9n","2012","male",6,"6","3",NA,4,"2",1,1,2,1,1,2,3,1,1,2,1,1,2,1,4,1,1,1,1,3,6,3,3,3,2,3,2,5,1
"yvL6Be","2013","female",6,"5","5",7,7,"1",3,1,1,3,1,1,1,1,3,1,1,2,3,1,2,1,2,3,1,2,2,3,3,1,4,3,2,2,1
"r6P9DK","2013","female",6,"1","4",8,4,"1",1,1,3,2,3,1,1,2,2,2,1,1,3,3,3,2,2,1,4,3,1,1,1,4,6,5,2,1,5
"bdxboP","2014","male",6,"5","4",4,2,"1",3,2,2,3,1,3,1,2,2,1,1,3,2,1,3,2,3,2,2,2,1,2,3,1,2,1,5,4,3
"jYNlF6","2013","female",4,"3","3",4,5,"1",2,1,3,1,1,2,1,1,2,1,1,1,1,1,2,3,2,3,2,2,1,2,1,4,3,1,2,2,5
"R6uzH5","2012","male",6,"5","5",8,7,"1",1,3,2,1,2,1,2,3,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,3,1,1,4,1,3
"rjJXte","2015","female",6,"3","5",8,3,"1",2,1,2,2,3,2,1,1,2,2,2,1,1,1,1,1,3,1,1,1,3,1,3,4,2,4,1,4,1
"7Z9JDX","2015","female",2,"5","5",NA,8,"2",2,1,1,2,3,1,1,1,2,3,1,1,1,2,1,2,2,1,1,1,2,1,1,4,5,3,2,1,1
"EjELmi","2014","male",6,"6","3",6,5,"1",1,3,2,3,1,2,3,1,1,2,2,2,1,3,1,2,1,1,1,1,3,2,3,3,2,2,1,3,5
"kNQvHf","2015","male",7,"6","4",8,6,"1",1,1,3,1,1,2,2,1,3,1,1,1,1,2,1,4,1,1,2,3,3,3,4,3,2,3,2,3,2
"HDL5sB","2015","male",2,"6","3",8,8,"1",1,3,1,2,1,1,2,1,2,1,3,1,1,4,3,3,1,2,3,1,2,4,2,1,1,4,1,3,3
"FdYB2v","2014","male",6,"6","4",8,3,"1",1,2,1,2,3,1,2,1,2,3,1,1,1,2,1,3,4,1,4,1,5,4,5,2,3,3,2,3,4
"nxV7Tl","2015","female",6,"3","6",7,8,"1",1,1,2,1,3,2,3,3,2,2,1,2,1,1,3,3,1,2,3,3,1,2,2,3,4,4,2,1,2
"u1eJAp","2015","female",6,"6","5",NA,8,"2",3,2,3,2,1,1,2,3,2,2,3,1,2,3,1,4,1,1,1,3,2,3,1,6,3,1,1,2,2
"mM0IrW","2013","female",4,"5","5",NA,6,"2",2,2,3,2,3,3,3,2,3,1,3,1,3,1,3,1,3,1,2,1,3,1,2,1,1,2,4,4,2
"12shOP","2012","female",6,"6","2",7,6,"1",2,1,1,1,1,3,3,1,1,2,2,1,1,3,3,3,2,3,4,4,3,5,3,3,2,1,4,2,2
"wpBgWN","2014","male",3,"3","5",5,5,"1",2,2,2,2,1,2,1,2,1,1,2,2,1,3,4,2,2,1,3,3,2,2,1,2,2,5,3,4,3
"crfYye","2015","male",1,"6","5",8,8,"1",1,3,2,1,1,1,1,2,1,1,1,1,2,4,1,2,1,4,1,2,4,4,3,4,4,2,2,2,4
"71ySZw","2014","female",6,"6","5",7,7,"1",1,1,1,1,2,2,2,2,1,1,3,1,3,1,2,1,2,2,1,4,4,2,2,1,4,1,3,4,1
"vFXHiD","2013","male",6,"3","4",7,7,"1",1,1,1,1,1,1,1,1,2,1,1,3,2,4,2,3,1,1,1,3,2,2,2,3,1,5,4,2,3
"F2gOKs","2012","female",6,"6","2",6,5,"1",1,3,1,1,1,2,2,2,2,2,1,2,1,1,2,3,2,3,3,1,4,3,2,2,1,1,3,4,3
"Ia1y36","2014","male",4,"4","1",6,8,"1",3,1,3,1,2,2,3,1,1,2,1,1,1,3,4,1,3,1,3,2,1,2,2,3,1,3,3,2,2
"XTAPTs","2014","male",7,"6","4",5,5,"1",2,2,1,2,2,1,2,3,2,1,1,2,1,1,1,2,3,2,1,4,2,3,5,1,1,2,2,2,2
"Dh0Ve5","2012","male",6,"3","5",NA,6,"2",2,1,2,2,3,3,3,2,1,1,1,1,1,4,2,1,3,1,2,2,1,1,1,3,1,3,4,1,2
"c7zlbt","2013","male",2,"6","5",8,7,"1",1,1,1,1,1,2,1,1,3,3,2,2,1,3,2,3,3,2,2,1,2,1,2,2,1,1,4,1,2
"IShPhI","2014","female",6,"6","4",8,8,"1",1,1,2,2,2,3,1,2,1,1,1,1,2,4,3,4,1,1,1,4,5,4,3,2,2,2,2,6,1
"shHSlm","2013","female",6,"6","5",8,6,"1",1,2,1,3,2,1,1,1,1,3,3,1,2,3,1,1,1,1,1,3,4,1,4,2,1,2,3,4,1
"zXWf6j","2013","female",6,"3","5",4,3,"1",1,1,3,2,2,2,2,1,1,2,3,2,2,3,1,1,1,2,3,4,1,1,3,5,4,2,3,1,4
"I4ljJ0","2015","female",2,"5","4",7,6,"1",3,3,1,2,2,2,1,2,2,1,1,3,3,4,1,4,1,1,2,1,1,3,2,1,4,3,1,1,2
"Z1Szu4","2012","male",6,"6","4",4,3,"1",2,2,1,1,2,1,2,1,1,1,3,2,2,1,1,3,4,4,2,2,4,3,4,3,1,3,1,2,3
"ufYNq3","2012","male",2,"6","5",8,6,"1",2,1,2,3,2,1,2,1,1,2,1,2,1,1,1,2,1,1,4,1,3,5,5,2,1,1,4,2,1
"PP5YmK","2015","female",7,"5","3",8,8,"1",2,1,3,2,1,1,3,3,1,2,1,1,1,1,1,3,2,3,1,1,2,1,3,4,2,1,3,1,1
"6ikKNT","2013","female",6,"3","5",7,8,"1",1,1,3,2,1,1,1,1,3,2,1,1,3,2,1,5,2,4,1,1,2,3,5,3,5,5,3,4,4
"317pvZ","2015","female",6,"3","5",7,8,"1",1,1,3,2,2,2,1,1,3,2,1,3,2,4,1,1,2,3,1,1,1,2,1,2,3,3,2,2,1
"Tq9UFV","2014","female",2,"6","5",6,5,"1",1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,3,1,1,1,2,1,3,1,1,2,1,2,2,2
"vE4jfJ","2013","male",2,"6","5",NA,8,"2",2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,4,1,4,3,4,5,4,1,4,1,4,4
"4YV0e6","2013","female",4,"6","5",7,8,"1",1,1,2,1,1,3,2,3,1,1,2,2,1,1,3,1,1,4,2,1,3,2,4,3,3,2,1,3,2
"M5H5ah","2013","female",2,"6","3",NA,4,"2",2,1,3,1,1,2,2,1,1,1,2,1,1,4,2,2,2,2,2,2,5,3,2,1,3,1,3,4,3
"GjBv8J","2013","female",4,"3","4",7,8,"1",1,2,1,1,1,2,2,1,3,1,1,1,1,2,1,4,3,2,3,4,1,3,2,5,1,5,2,3,2
"uGTxbs","2015","female",7,"5","4",7,8,"1",1,1,1,3,1,1,1,3,1,1,1,2,1,3,3,1,3,3,2,3,3,3,5,3,2,3,4,3,2
"OzmnFt","2012","female",6,"6","5",7,6,"1",2,1,1,1,2,1,2,1,3,2,3,1,1,2,4,1,4,3,1,2,5,5,5,1,1,1,2,4,1
"Rp5zce","2012","female",2,"6","3",8,8,"1",3,2,3,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,4,2,1,2,3,3,4,1,3,1,4
"yZLbdU","2014","male",6,"6","5",7,7,"1",2,1,1,1,1,1,2,2,1,2,1,1,3,1,2,2,1,1,3,3,1,2,2,1,1,1,2,2,1
"9kwXWR","2013","male",6,"5","2",8,8,"1",1,1,1,1,3,2,1,1,2,1,1,2,1,2,2,3,2,1,3,3,2,3,1,5,2,3,2,3,1
"k3ix6z","2013","female",6,"6","5",NA,6,"2",3,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,3,2,2,4,2,1,3,1
"LCouBR","2012","male",6,"6","3",6,8,"1",2,2,1,1,1,2,2,1,3,1,3,1,2,2,3,1,3,1,2,2,2,4,1,5,4,2,2,5,4
"fKBAa9","2013","female",6,"5","5",8,6,"1",1,1,1,1,3,3,3,1,2,2,1,3,2,2,3,2,1,4,3,2,2,1,2,3,1,1,2,2,3
"L3pDFS","2015","male",6,"6","5",5,4,"1",1,1,1,1,2,1,1,1,2,1,2,2,2,4,2,3,2,1,4,2,5,1,4,1,1,2,3,2,4
"0qoJ5X","2012","female",2,"6","5",4,2,"1",2,2,1,2,3,1,2,3,1,1,1,2,2,3,3,1,4,2,3,4,3,2,3,1,2,1,2,1,2
"Dr6VsJ","2015","male",6,"5","4",5,5,"1",2,3,1,2,1,3,3,2,1,1,1,3,2,2,3,2,3,3,3,2,3,3,2,3,6,2,3,2,3
"UOSJdt","2013","female",6,"3","4",6,4,"1",1,2,1,3,1,2,1,3,1,2,1,2,1,2,3,4,2,2,3,1,1,2,1,1,2,4,1,1,2
"lyN1BM","2013","male",3,"3","5",6,4,"1",1,1,2,2,2,3,1,2,1,1,2,1,1,2,4,2,1,1,2,1,1,2,1,1,1,3,4,2,3
"fJpNMg","2012","female",7,"5",NA,NA,6,"2",2,1,1,2,2,2,1,3,3,1,1,2,1,2,3,1,1,2,1,1,1,1,3,3,2,1,2,1,3
"33dk6Q","2015","male",6,"4","4",7,7,"1",2,1,1,2,1,1,1,1,2,2,1,2,2,3,3,2,4,4,1,1,1,3,2,1,4,3,5,3,2
"LX3iVq","2015","female",6,"6","5",7,6,"1",2,1,1,2,1,1,3,1,3,1,1,2,1,3,2,1,1,2,1,2,4,2,3,1,2,1,1,3,1
"1QSVN9","2014","female",6,"3","3",6,5,"1",1,1,1,2,2,1,2,1,3,2,1,2,3,2,1,3,1,3,2,2,3,2,3,1,1,5,1,4,1
"gA5upP","2014","female",6,"6","2",7,7,"1",2,1,1,1,3,2,1,1,1,2,1,1,1,3,1,3,2,3,1,2,6,3,2,1,2,1,2,4,2
"lfX4aK","2015","female",4,"4","4",6,5,"1",1,1,1,2,1,3,1,2,3,1,1,1,1,2,1,4,1,1,1,3,1,3,3,4,1,2,2,2,2
"OiPA4x","2014","female",2,"3","5",7,8,"1",3,1,1,3,2,1,2,1,2,1,2,3,1,3,3,3,3,2,1,3,1,1,1,1,3,4,4,3,1
"GtQM2t","2013","female",6,"5","4",6,6,"1",3,2,3,1,1,2,2,1,1,2,1,2,3,2,1,1,1,4,3,3,3,3,2,2,3,2,4,3,4
"s4ErRT","2013","male",6,"6","4",6,8,"1",1,3,2,1,1,2,2,3,2,1,2,1,2,2,4,2,2,3,3,4,4,2,3,1,3,1,2,4,2
"CR09zX","2012","male",6,"5","4",8,3,"1",1,1,2,3,1,2,1,1,2,3,1,1,1,3,1,4,4,4,2,2,1,3,1,2,4,1,2,1,2
"Nufmiu","2012","female",6,"5","4",7,6,"1",2,2,1,3,1,3,1,1,1,3,2,1,2,1,3,2,2,2,1,2,1,4,2,4,2,1,3,2,2
"OXTJ1Z","2015","female",6,"5","4",8,6,"1",1,2,1,1,3,3,1,1,1,2,1,1,2,2,1,3,1,4,1,3,4,1,2,4,4,3,1,3,3
"IMnwT0","2014","female",2,"5","2",7,6,"1",3,2,2,2,2,1,2,1,2,1,2,3,2,4,3,1,1,4,2,3,2,1,2,1,1,3,3,1,2
"PWHm97","2013","female",6,"6","5",4,3,"1",1,1,1,1,2,1,1,1,2,2,1,3,2,3,3,4,2,1,1,1,3,4,3,2,4,1,2,3,4
"2tSbCB","2014","male",6,"5","2",6,8,"1",3,3,1,1,2,1,2,1,1,1,1,1,1,4,4,3,1,2,1,2,1,2,2,3,1,3,3,3,2
"Gwr6To","2013","female",6,"5","5",NA,6,"2",1,2,2,1,3,2,1,1,2,2,1,2,3,2,2,2,1,3,3,2,3,3,4,3,5,3,3,2,2
"0nTexb","2015","male",6,"5","3",7,8,"1",1,2,3,1,1,2,1,3,1,3,2,2,1,2,1,1,4,1,3,1,1,1,3,6,4,3,2,2,3
"rxI16g","2014","male",2,"5","1",6,6,"1",1,1,2,2,2,1,1,2,3,3,2,1,2,2,1,2,1,2,4,2,2,2,2,2,3,3,3,1,3
"QPomjE","2012","female",6,"5","5",4,2,"1",1,2,1,1,1,3,2,1,1,2,1,2,1,1,2,2,4,4,2,1,4,4,3,3,2,2,2,2,3
"ObARD3","2013","male",2,"6","3",4,4,"1",1,1,1,1,2,1,1,3,1,2,2,1,1,4,2,1,2,1,2,1,1,5,4,3,4,2,4,1,1
"oGkqQc","2013","female",2,"6","4",7,7,"1",1,3,2,1,1,2,1,1,1,1,1,2,3,4,1,4,1,2,2,1,3,2,2,5,3,1,4,1,1
"bzT4uP","2013","male",6,"3","5",7,5,"1",2,3,2,1,2,1,2,1,1,1,1,1,1,3,2,1,2,1,2,2,3,2,1,4,4,5,2,1,4
"uRuMFp","2014","male",6,"5","5",7,7,"1",2,1,3,3,1,1,1,1,1,1,1,3,1,3,1,4,1,2,1,1,3,1,3,1,2,3,3,3,2
"wLrBgZ","2014","female",6,"6","5",7,6,"1",2,3,1,3,1,1,1,1,1,2,3,1,1,3,3,2,1,3,2,1,3,3,1,1,1,1,2,4,2
"RzRVwC","2012","female",6,"5","5",8,8,"1",2,1,2,1,2,2,3,2,2,1,3,2,1,3,1,3,2,1,1,3,1,1,2,2,1,2,2,2,3
"P77rDy","2013","male",2,"6","5",4,3,"1",1,1,3,1,2,1,1,1,2,2,1,1,2,2,4,1,4,3,3,2,2,1,2,5,4,2,1,4,3
"MXI61l","2012","female",6,"3","4",NA,6,"2",1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,4,1,4,1,1,2,1,1,2,3,3,3,3,1
"eRIAo7","2014","male",3,"6","3",7,6,"1",1,1,1,1,1,1,3,1,1,1,2,1,1,1,4,1,3,1,1,1,4,3,2,2,3,2,1,3,3
"wNoSJ8","2012","female",6,"6","4",5,4,"1",1,1,1,1,2,1,2,3,2,1,1,1,2,1,1,1,1,2,4,1,3,3,4,2,3,1,3,4,1
"GEhhzk","2013","female",3,"4","4",8,6,"1",2,2,2,2,2,2,3,1,1,2,1,3,1,3,1,2,2,2,1,1,2,3,1,2,4,2,1,3,2
"OZuR33","2013","male",6,"6","5",NA,6,"2",3,1,3,3,1,2,2,3,2,2,1,2,3,2,2,3,3,3,1,1,4,4,3,4,3,1,3,4,2
"ptGINY","2012","female",4,"6","5",6,6,"1",1,3,1,1,3,2,1,1,3,3,1,1,1,1,2,1,1,2,4,3,6,4,3,4,3,1,1,4,3
"O4E6kQ","2013","male",6,"6","1",4,5,"1",1,2,1,1,2,1,2,3,1,2,3,1,1,1,1,2,2,3,4,3,1,4,2,1,1,1,3,2,3
"7G2Dpd","2012","female",6,"6","5",NA,7,"2",1,3,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,3,1,4,4,4,1,2,2,1,3,3
"EoOc3y","2012","female",6,"6","5",7,6,"1",1,3,3,1,1,1,2,1,3,2,1,1,1,1,1,4,2,3,4,2,6,4,1,3,1,1,4,3,2
"TYmSsP","2013","female",6,"3","3",8,5,"1",1,2,1,1,2,1,2,2,3,2,1,3,1,4,3,1,3,2,3,1,2,1,2,3,3,3,3,1,3
"gwbQvr","2013","female",6,"6","2",8,8,"1",1,1,2,1,1,1,1,1,1,1,2,1,1,4,4,3,3,1,1,2,2,2,3,1,1,1,2,3,2
"5GNRId","2013","male",6,"6","5",8,7,"1",1,3,2,1,1,1,1,2,3,1,3,1,1,1,3,3,2,2,1,4,3,3,4,3,3,2,2,2,3
"AJSdQy","2014","female",6,"6","4",NA,7,"2",3,1,2,1,1,3,1,3,1,2,1,1,2,2,4,1,2,1,1,1,2,3,3,1,1,2,2,1,2
"sJFGyO","2012","female",6,"3","4",7,7,"1",1,1,1,2,1,2,3,3,3,1,1,1,3,4,1,2,1,1,1,2,4,2,2,3,2,4,3,3,1
"IVpG38","2012","male",6,"3","5",4,3,"1",2,2,2,1,2,1,1,1,1,1,3,2,2,2,2,1,3,1,2,2,1,2,2,3,1,2,4,1,2
"oUn0kT","2015","female",2,"5","4",7,5,"1",2,2,1,2,2,1,1,3,2,1,1,1,1,1,3,2,1,2,3,1,2,1,1,1,1,2,3,4,3
"r6UoIX","2015","male",6,"6","3",7,6,"1",1,1,1,1,2,1,1,2,1,3,3,3,1,1,2,2,1,2,3,1,4,3,4,5,4,3,1,3,3
"olHmUr","2013","male",6,"4","4",8,8,"1",1,2,2,3,1,2,1,3,2,2,3,1,1,2,1,2,3,1,2,1,1,1,3,4,2,3,4,2,1
"KqfVQP","2015","female",6,"3","4",7,6,"1",3,2,2,1,2,2,1,1,2,1,3,3,1,2,1,2,1,1,1,2,1,2,2,6,3,4,3,3,2
"6USXK9","2012","male",6,"6","5",NA,6,"2",1,1,3,1,2,1,1,2,1,2,2,1,1,1,1,2,2,4,2,1,2,1,1,4,3,1,1,1,1
"IGA6AU","2014","male",6,"6","5",4,3,"1",1,1,1,1,1,1,1,3,2,2,1,2,1,1,2,2,1,3,1,4,5,5,5,3,1,3,1,3,3
"nHArn1","2015","male",6,"6","5",8,6,"1",1,3,2,1,1,1,1,1,2,1,1,1,2,1,2,2,3,1,3,1,3,1,4,2,2,1,2,1,2
"bMFq6f","2013","female",3,"3","5",7,5,"1",2,1,2,1,1,1,1,1,2,3,2,2,1,1,1,2,3,2,1,4,1,2,1,1,3,3,3,1,1
"lWFVt6","2013","female",6,"6","5",NA,6,"2",2,3,1,1,1,1,3,1,1,2,1,3,1,2,4,3,5,1,2,2,1,4,3,1,1,2,1,3,3
"1YgV6c","2013","male",4,"6","4",7,6,"1",1,3,1,3,3,2,1,1,3,2,1,1,1,1,1,1,4,1,2,2,3,4,4,1,2,2,5,5,2
"gsFdmj","2015","female",6,"6","4",7,6,"1",1,2,1,2,1,1,1,1,3,1,2,1,1,1,1,1,3,1,2,2,4,3,4,3,2,3,2,3,4
"YkeDwS","2015","male",6,"4","5",6,4,"1",3,1,1,2,2,1,2,1,2,3,1,1,1,3,4,2,3,1,4,2,2,3,1,4,5,3,2,3,2
"bwpyQV","2015","female",6,"3","2",8,8,"1",2,1,3,2,2,1,1,3,2,1,1,1,2,2,4,1,1,3,4,1,2,2,2,3,3,4,3,3,2
"GAKDP5","2012","female",6,"3","5",NA,6,"2",2,3,1,2,1,1,2,2,1,1,1,2,3,2,1,1,1,2,3,5,1,3,1,2,1,3,4,2,3
"KMEkLV","2015","male",6,"5","4",NA,3,"2",1,1,1,1,1,2,3,1,2,3,2,2,1,2,1,4,2,2,1,2,2,3,1,3,4,3,1,4,1
"wsACZY","2014","male",4,"5",NA,8,8,"1",1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,4,1,2,1,1,2,2,2,2,4,2,3,3,1
"JzQPER","2015","female",6,"5","3",7,6,"1",2,1,1,2,1,1,1,3,2,1,2,3,2,1,1,4,2,2,3,3,2,2,4,3,3,1,2,2,2
"D6Mrgc","2013","female",6,"3","4",6,4,"1",3,1,1,1,1,3,3,1,2,1,3,2,3,2,2,1,3,3,4,3,2,2,2,3,3,2,3,2,3
"grMrsv","2012","male",3,"6","5",NA,6,"2",2,3,1,2,1,1,3,1,1,1,3,1,1,1,1,2,2,1,2,1,3,3,4,3,1,1,3,4,4
"G0LTBp","2013","female",6,"3","4",7,5,"1",1,2,1,1,3,1,3,1,2,2,2,1,1,1,2,1,3,2,3,1,1,1,1,3,4,4,2,2,1
"v6gckk","2012","male",6,"6","4",7,6,"1",1,1,2,2,2,1,3,2,1,1,2,1,1,3,3,1,1,4,3,2,4,4,3,2,4,2,2,1,3
"Qq5BZI","2015","female",6,"6","4",8,8,"1",3,1,2,1,1,3,1,2,1,3,2,2,1,2,2,2,3,4,1,3,1,4,4,1,2,1,2,1,2
"xyDhm4","2013","female",6,"5","4",8,4,"1",1,1,1,2,1,2,1,2,1,1,1,1,1,4,2,3,4,2,3,1,3,2,4,4,1,2,4,3,4
"rqIQD8","2015","female",6,"3","1",4,3,"1",1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,3,2,1,4,2,1,2,1,6,3,3,3,2,1
"o4VTpK","2012","male",6,"3","5",7,5,"1",1,3,1,2,2,2,1,1,2,2,2,1,1,2,1,2,1,3,2,1,1,2,2,2,3,4,3,2,3
